date_utc,tradeId,instrument,tradeSeq,timeStamp,quantity,amount,price,direction,tickDirection,indexPrice,iv
2019-10-10 19:01:49.566,8526178,ETH-29NOV19-300-C,1,1570734109566,1.0,1.0,0.017,buy,1,191.64,89.68
2019-10-10 21:23:30.490,8528198,ETH-29NOV19-300-C,2,1570742610490,1.0,1.0,0.017,buy,1,193.68,88.38
2019-10-11 07:55:15.669,8562724,ETH-29NOV19-300-C,3,1570780515669,1.0,1.0,0.017,buy,1,186.71,93.93
2019-10-11 12:51:21.729,8572277,ETH-29NOV19-300-C,4,1570798281729,10.0,10.0,0.016,sell,2,185.4,93.59
