date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,29NOV19,6000,P,0.035,86.88,1,7833.38,BTC-29NOV19-6000-P
2019-10-07,BTC,29NOV19,6000,P,0.026000000000000002,86.86,3,8170.07,BTC-29NOV19-6000-P
2019-10-08,BTC,29NOV19,6000,P,0.0235,85.38,3,8182.88,BTC-29NOV19-6000-P
2019-10-09,BTC,29NOV19,6000,P,0.019,90.01,12,8630.97,BTC-29NOV19-6000-P
2019-10-10,BTC,29NOV19,6000,P,0.018000000000000002,86.0,2,8484.51,BTC-29NOV19-6000-P
2019-10-11,BTC,29NOV19,6000,P,0.0185,84.07,11,8300.14,BTC-29NOV19-6000-P
2019-10-12,BTC,29NOV19,6000,P,0.018000000000000002,84.89,6,8353.13,BTC-29NOV19-6000-P
2019-10-13,BTC,29NOV19,6000,P,0.0185,83.99,4,8234.29,BTC-29NOV19-6000-P
2019-10-14,BTC,29NOV19,6000,P,0.017,83.41,2,8282.09,BTC-29NOV19-6000-P
2019-10-15,BTC,29NOV19,6000,P,0.016,83.4,3,8295.61,BTC-29NOV19-6000-P
2019-10-16,BTC,29NOV19,6000,P,0.0175,82.47,7,8121.76,BTC-29NOV19-6000-P
2019-10-17,BTC,29NOV19,6000,P,0.0155,79.05,3,8063.99,BTC-29NOV19-6000-P
