date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-09,BTC,29NOV19,9500,C,0.057999999999999996,74.52,1,8205.86,BTC-29NOV19-9500-C
2019-10-10,BTC,29NOV19,9500,C,0.067,73.88,1,8497.49,BTC-29NOV19-9500-C
2019-10-11,BTC,29NOV19,9500,C,0.08,74.7,7,8805.54,BTC-29NOV19-9500-C
2019-10-12,BTC,29NOV19,9500,C,0.0575,72.92,1,8340.19,BTC-29NOV19-9500-C
2019-10-13,BTC,29NOV19,9500,C,0.0615,74.35,1,8432.35,BTC-29NOV19-9500-C
2019-10-14,BTC,29NOV19,9500,C,0.053,71.06,7,8343.26,BTC-29NOV19-9500-C
2019-10-15,BTC,29NOV19,9500,C,0.045,70.39,4,8174.75,BTC-29NOV19-9500-C
2019-10-16,BTC,29NOV19,9500,C,0.038,70.56,6,7989.07,BTC-29NOV19-9500-C
2019-10-17,BTC,29NOV19,9500,C,0.0375,68.38,5,8077.45,BTC-29NOV19-9500-C
2019-10-18,BTC,29NOV19,9500,C,0.038,68.46,1,8093.37,BTC-29NOV19-9500-C
