date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-08,BTC,29NOV19,6500,P,0.038,84.95,2,8181.27,BTC-29NOV19-6500-P
2019-10-09,BTC,29NOV19,6500,P,0.027999999999999997,86.17,12,8618.81,BTC-29NOV19-6500-P
2019-10-10,BTC,29NOV19,6500,P,0.027000000000000003,83.15,1,8507.34,BTC-29NOV19-6500-P
2019-10-11,BTC,29NOV19,6500,P,0.0285,81.85,8,8363.72,BTC-29NOV19-6500-P
2019-10-12,BTC,29NOV19,6500,P,0.0275,80.88,3,8338.71,BTC-29NOV19-6500-P
2019-10-13,BTC,29NOV19,6500,P,0.027,83.56,3,8434.88,BTC-29NOV19-6500-P
2019-10-14,BTC,29NOV19,6500,P,0.026,79.65,2,8295.22,BTC-29NOV19-6500-P
2019-10-15,BTC,29NOV19,6500,P,0.027,78.96,4,8171.83,BTC-29NOV19-6500-P
2019-10-16,BTC,29NOV19,6500,P,0.027,74.7,4,7985.41,BTC-29NOV19-6500-P
2019-10-17,BTC,29NOV19,6500,P,0.0255,76.07,5,8063.69,BTC-29NOV19-6500-P
2019-10-18,BTC,29NOV19,6500,P,0.024,74.56,1,8065.07,BTC-29NOV19-6500-P
