date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,25OCT19,10500,C,0.0055,82.34,3,7864.11,BTC-25OCT19-10500-C
2019-10-07,BTC,25OCT19,10500,C,0.006,76.23,2,8226.81,BTC-25OCT19-10500-C
2019-10-08,BTC,25OCT19,10500,C,0.006,79.57,4,8187.86,BTC-25OCT19-10500-C
2019-10-09,BTC,25OCT19,10500,C,0.008,76.26,8,8542.29,BTC-25OCT19-10500-C
2019-10-10,BTC,25OCT19,10500,C,0.006,73.3,4,8567.04,BTC-25OCT19-10500-C
2019-10-11,BTC,25OCT19,10500,C,0.004,75.72,8,8336.5,BTC-25OCT19-10500-C
2019-10-12,BTC,25OCT19,10500,C,0.0025,71.97,7,8336.01,BTC-25OCT19-10500-C
2019-10-13,BTC,25OCT19,10500,C,0.004,77.62,1,8457.07,BTC-25OCT19-10500-C
2019-10-14,BTC,25OCT19,10500,C,0.002,76.97,3,8276.09,BTC-25OCT19-10500-C
2019-10-15,BTC,25OCT19,10500,C,0.0015,79.46,9,8178.31,BTC-25OCT19-10500-C
2019-10-16,BTC,25OCT19,10500,C,0.0015,92.35,11,7951.66,BTC-25OCT19-10500-C
2019-10-17,BTC,25OCT19,10500,C,0.001,89.29,4,8047.84,BTC-25OCT19-10500-C
