date_utc,tradeId,instrument,tradeSeq,timeStamp,quantity,amount,price,direction,tickDirection,indexPrice,iv
2019-10-09 02:53:23.117,8450135,ETH-29NOV19-200-C,8,1570589603117,1.0,1.0,0.096,sell,0,180.63,90.56
2019-10-09 13:57:34.240,8461624,ETH-29NOV19-200-C,9,1570629454240,113.0,113.0,0.10300000000000001,buy,0,184.51,90.43
2019-10-09 13:57:48.161,8461647,ETH-29NOV19-200-C,10,1570629468161,87.0,87.0,0.10300000000000001,buy,1,184.59,90.3
2019-10-10 10:25:15.044,8511559,ETH-29NOV19-200-C,11,1570703115044,20.0,20.0,0.109,sell,0,188.75,88.77
2019-10-13 02:21:06.684,8626134,ETH-29NOV19-200-C,12,1570933266684,10.0,10.0,0.104,buy,2,182.66,96.9
2019-10-16 16:02:13.146,8740010,ETH-29NOV19-200-C,13,1571241733146,1.0,1.0,0.048,sell,2,172.12,73.89
2019-10-16 16:06:15.648,8742241,ETH-29NOV19-200-C,14,1571241975648,1.0,1.0,0.052,buy,0,173.99,74.65
2019-10-16 16:06:36.546,8742275,ETH-29NOV19-200-C,15,1571241996546,1.0,1.0,0.054,buy,0,173.98,76.19
2019-10-16 17:41:13.551,8744501,ETH-29NOV19-200-C,16,1571247673551,20.0,20.0,0.05,sell,2,173.49,73.79
2019-10-16 20:56:27.673,8747997,ETH-29NOV19-200-C,17,1571259387673,50.0,50.0,0.057,buy,0,174.24,78.31
2019-10-17 05:23:54.753,8753254,ETH-29NOV19-200-C,18,1571289834753,10.0,10.0,0.049,sell,2,173.42,73.53
2019-10-17 10:21:54.570,8758138,ETH-29NOV19-200-C,19,1571307714570,10.0,10.0,0.058,buy,0,177.49,75.22
