date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,29NOV19,11000,C,0.0265,81.64,6,7859.42,BTC-29NOV19-11000-C
2019-10-07,BTC,29NOV19,11000,C,0.03,78.1,7,8237.29,BTC-29NOV19-11000-C
2019-10-08,BTC,29NOV19,11000,C,0.028999999999999998,78.78,3,8180.89,BTC-29NOV19-11000-C
2019-10-09,BTC,29NOV19,11000,C,0.0285,78.41,1,8185.74,BTC-29NOV19-11000-C
2019-10-10,BTC,29NOV19,11000,C,0.0325,76.71,4,8498.26,BTC-29NOV19-11000-C
2019-10-11,BTC,29NOV19,11000,C,0.028999999999999998,78.0,8,8333.02,BTC-29NOV19-11000-C
2019-10-12,BTC,29NOV19,11000,C,0.027999999999999997,77.85,2,8328.48,BTC-29NOV19-11000-C
2019-10-13,BTC,29NOV19,11000,C,0.029,76.77,5,8460.76,BTC-29NOV19-11000-C
2019-10-14,BTC,29NOV19,11000,C,0.0225,73.71,6,8323.63,BTC-29NOV19-11000-C
2019-10-15,BTC,29NOV19,11000,C,0.0195,75.03,16,8140.39,BTC-29NOV19-11000-C
2019-10-16,BTC,29NOV19,11000,C,0.016,74.37,12,8004.21,BTC-29NOV19-11000-C
2019-10-17,BTC,29NOV19,11000,C,0.014,73.05,1,7951.23,BTC-29NOV19-11000-C
