date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-09,ETH,27DEC19,120,P,0.038,113.72,1,194.69,ETH-27DEC19-120-P
2019-10-11,ETH,27DEC19,120,P,0.04,103.87,2,181.1,ETH-27DEC19-120-P
2019-10-12,ETH,27DEC19,120,P,0.04,107.24,7,183.98,ETH-27DEC19-120-P
