date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,25OCT19,8500,P,0.1245,79.89,3,7835.11,BTC-25OCT19-8500-P
2019-10-07,BTC,25OCT19,8500,P,0.0765,67.85,8,8241.93,BTC-25OCT19-8500-P
2019-10-08,BTC,25OCT19,8500,P,0.0825,71.08,6,8179.79,BTC-25OCT19-8500-P
2019-10-09,BTC,25OCT19,8500,P,0.053,69.72,1,8555.03,BTC-25OCT19-8500-P
2019-10-10,BTC,25OCT19,8500,P,0.0485,67.56,8,8573.0,BTC-25OCT19-8500-P
2019-10-11,BTC,25OCT19,8500,P,0.063,68.71,6,8342.6,BTC-25OCT19-8500-P
2019-10-12,BTC,25OCT19,8500,P,0.0545,64.64,3,8391.44,BTC-25OCT19-8500-P
2019-10-13,BTC,25OCT19,8500,P,0.063,64.09,18,8234.95,BTC-25OCT19-8500-P
2019-10-14,BTC,25OCT19,8500,P,0.052,59.67,36,8314.08,BTC-25OCT19-8500-P
2019-10-15,BTC,25OCT19,8500,P,0.065,63.14,31,8154.66,BTC-25OCT19-8500-P
2019-10-16,BTC,25OCT19,8500,P,0.082,61.42,6,7950.46,BTC-25OCT19-8500-P
2019-10-17,BTC,25OCT19,8500,P,0.067,61.04,1,8076.12,BTC-25OCT19-8500-P
2019-10-18,BTC,25OCT19,8500,P,0.068,63.25,1,8076.12,BTC-25OCT19-8500-P
