date_utc,tradeId,instrument,tradeSeq,timeStamp,quantity,amount,price,direction,tickDirection,indexPrice,iv
2019-10-06 18:38:18.711,43858641,BTC-25OCT19-8500-P,44,1570387098711,0.1,0.1,0.12,buy,0,7833.38,74.62
2019-10-06 18:39:22.208,43862741,BTC-25OCT19-8500-P,45,1570387162208,5.7,5.7,0.1215,buy,0,7835.11,76.32
2019-10-06 18:39:22.208,43862742,BTC-25OCT19-8500-P,46,1570387162208,8.0,8.0,0.1245,buy,0,7835.11,79.89
2019-10-07 03:10:22.315,43906820,BTC-25OCT19-8500-P,47,1570417822315,0.1,0.1,0.1115,sell,2,7877.68,70.14
2019-10-07 05:28:24.411,43915441,BTC-25OCT19-8500-P,48,1570426104411,0.1,0.1,0.1255,buy,0,7821.3,80.62
2019-10-07 05:52:30.556,43916421,BTC-25OCT19-8500-P,49,1570427550556,0.1,0.1,0.1175,sell,2,7835.8,72.68
2019-10-07 10:38:43.872,43935583,BTC-25OCT19-8500-P,50,1570444723872,0.1,0.1,0.1075,buy,2,7998.61,79.86
2019-10-07 15:23:51.706,43967474,BTC-25OCT19-8500-P,51,1570461831706,0.6,0.6,0.0835,buy,2,8192.13,70.72
2019-10-07 15:24:02.328,43967500,BTC-25OCT19-8500-P,52,1570461842328,0.6,0.6,0.084,buy,0,8191.45,71.26
2019-10-07 15:26:04.728,43967939,BTC-25OCT19-8500-P,53,1570461964728,0.6,0.6,0.084,buy,1,8186.84,70.89
2019-10-07 20:06:14.922,43993551,BTC-25OCT19-8500-P,54,1570478774922,0.1,0.1,0.0765,sell,2,8241.93,67.85
2019-10-08 00:26:15.552,44004898,BTC-25OCT19-8500-P,55,1570494375552,0.2,0.2,0.0785,buy,0,8241.09,70.31
2019-10-08 01:37:13.359,44007429,BTC-25OCT19-8500-P,56,1570498633359,0.5,0.5,0.0765,buy,2,8262.78,70.17
2019-10-08 01:39:47.478,44007925,BTC-25OCT19-8500-P,57,1570498787478,2.0,2.0,0.0735,sell,2,8276.21,68.02
2019-10-08 04:26:19.500,44018736,BTC-25OCT19-8500-P,58,1570508779500,2.0,2.0,0.0815,buy,0,8270.55,76.98
