date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,ETH,18OCT19,200,C,0.013999999999999999,89.83,1,170.13,ETH-18OCT19-200-C
2019-10-07,ETH,18OCT19,200,C,0.021,83.43,4,181.09,ETH-18OCT19-200-C
2019-10-08,ETH,18OCT19,200,C,0.021,74.44,1,184.88,ETH-18OCT19-200-C
2019-10-09,ETH,18OCT19,200,C,0.036000000000000004,87.53,9,191.67,ETH-18OCT19-200-C
2019-10-10,ETH,18OCT19,200,C,0.03,78.29,3,192.75,ETH-18OCT19-200-C
2019-10-11,ETH,18OCT19,200,C,0.009000000000000001,75.93,10,180.66,ETH-18OCT19-200-C
2019-10-12,ETH,18OCT19,200,C,0.006,74.67,8,179.63,ETH-18OCT19-200-C
2019-10-13,ETH,18OCT19,200,C,0.006,74.93,4,182.44,ETH-18OCT19-200-C
2019-10-14,ETH,18OCT19,200,C,0.006,70.43,4,186.79,ETH-18OCT19-200-C
2019-10-15,ETH,18OCT19,200,C,0.001,73.48,8,179.66,ETH-18OCT19-200-C
2019-10-17,ETH,18OCT19,200,C,0.001,140.47,1,174.72,ETH-18OCT19-200-C
