date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,18OCT19,7000,P,0.0205,88.53,21,7825.63,BTC-18OCT19-7000-P
2019-10-07,BTC,18OCT19,7000,P,0.0085,81.98,7,8191.49,BTC-18OCT19-7000-P
2019-10-08,BTC,18OCT19,7000,P,0.006,78.09,31,8168.59,BTC-18OCT19-7000-P
2019-10-09,BTC,18OCT19,7000,P,0.0035,90.49,24,8634.15,BTC-18OCT19-7000-P
2019-10-10,BTC,18OCT19,7000,P,0.003,87.96,9,8526.83,BTC-18OCT19-7000-P
2019-10-11,BTC,18OCT19,7000,P,0.003,86.19,10,8302.88,BTC-18OCT19-7000-P
2019-10-12,BTC,18OCT19,7000,P,0.0025,86.83,7,8322.87,BTC-18OCT19-7000-P
2019-10-13,BTC,18OCT19,7000,P,0.002,94.87,22,8296.68,BTC-18OCT19-7000-P
2019-10-14,BTC,18OCT19,7000,P,0.001,97.62,18,8347.14,BTC-18OCT19-7000-P
2019-10-15,BTC,18OCT19,7000,P,0.0015,109.78,15,8167.86,BTC-18OCT19-7000-P
2019-10-16,BTC,18OCT19,7000,P,0.001,114.97,7,7976.13,BTC-18OCT19-7000-P
2019-10-17,BTC,18OCT19,7000,P,0.0005,132.73,7,8048.68,BTC-18OCT19-7000-P
