date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,ETH,25OCT19,180,C,0.057999999999999996,88.23,4,170.9,ETH-25OCT19-180-C
2019-10-07,ETH,25OCT19,180,C,0.086,91.55,3,182.33,ETH-25OCT19-180-C
2019-10-08,ETH,25OCT19,180,C,0.08199999999999999,85.89,1,182.68,ETH-25OCT19-180-C
2019-10-09,ETH,25OCT19,180,C,0.10400000000000001,91.46,1,190.07,ETH-25OCT19-180-C
2019-10-10,ETH,25OCT19,180,C,0.109,90.94,2,192.98,ETH-25OCT19-180-C
2019-10-11,ETH,25OCT19,180,C,0.069,83.93,2,181.72,ETH-25OCT19-180-C
2019-10-14,ETH,25OCT19,180,C,0.067,72.73,1,186.12,ETH-25OCT19-180-C
2019-10-15,ETH,25OCT19,180,C,0.044,68.91,6,179.76,ETH-25OCT19-180-C
2019-10-16,ETH,25OCT19,180,C,0.028,66.0,8,175.06,ETH-25OCT19-180-C
2019-10-17,ETH,25OCT19,180,C,0.032,70.36,17,176.63,ETH-25OCT19-180-C
