date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,27MAR20,18000,C,0.04,89.93,1,7920.62,BTC-27MAR20-18000-C
2019-10-07,BTC,27MAR20,18000,C,0.044000000000000004,90.2,3,8167.28,BTC-27MAR20-18000-C
2019-10-08,BTC,27MAR20,18000,C,0.0445,90.42,5,8181.2,BTC-27MAR20-18000-C
2019-10-10,BTC,27MAR20,18000,C,0.049,90.47,8,8478.29,BTC-27MAR20-18000-C
2019-10-11,BTC,27MAR20,18000,C,0.045,89.87,5,8338.73,BTC-27MAR20-18000-C
2019-10-12,BTC,27MAR20,18000,C,0.047,91.37,2,8334.4,BTC-27MAR20-18000-C
2019-10-13,BTC,27MAR20,18000,C,0.044,90.56,4,8256.68,BTC-27MAR20-18000-C
2019-10-14,BTC,27MAR20,18000,C,0.043,89.56,2,8317.27,BTC-27MAR20-18000-C
2019-10-15,BTC,27MAR20,18000,C,0.036,87.21,1,8151.63,BTC-27MAR20-18000-C
2019-10-16,BTC,27MAR20,18000,C,0.035,88.29,2,7996.31,BTC-27MAR20-18000-C
2019-10-17,BTC,27MAR20,18000,C,0.0345,87.5,3,8066.18,BTC-27MAR20-18000-C
