date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-07,ETH,25OCT19,140,P,0.013999999999999999,107.63,4,181.79,ETH-25OCT19-140-P
2019-10-09,ETH,25OCT19,140,P,0.006,105.0,1,192.0,ETH-25OCT19-140-P
2019-10-10,ETH,25OCT19,140,P,0.006,108.34,2,191.93,ETH-25OCT19-140-P
2019-10-11,ETH,25OCT19,140,P,0.006999999999999999,106.09,1,185.45,ETH-25OCT19-140-P
2019-10-12,ETH,25OCT19,140,P,0.006999999999999999,101.57,6,179.78,ETH-25OCT19-140-P
2019-10-13,ETH,25OCT19,140,P,0.005,100.0,1,181.01,ETH-25OCT19-140-P
2019-10-14,ETH,25OCT19,140,P,0.003,102.56,4,187.0,ETH-25OCT19-140-P
2019-10-15,ETH,25OCT19,140,P,0.003,103.12,2,186.33,ETH-25OCT19-140-P
2019-10-16,ETH,25OCT19,140,P,0.005,108.7,1,179.13,ETH-25OCT19-140-P
2019-10-17,ETH,25OCT19,140,P,0.005,116.29,2,178.28,ETH-25OCT19-140-P
