date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-07,BTC,25OCT19,9000,P,0.126,79.8,11,8254.64,BTC-25OCT19-9000-P
2019-10-08,BTC,25OCT19,9000,P,0.11900000000000001,67.17,7,8210.95,BTC-25OCT19-9000-P
2019-10-09,BTC,25OCT19,9000,P,0.08900000000000001,73.37,9,8573.92,BTC-25OCT19-9000-P
2019-10-10,BTC,25OCT19,9000,P,0.08199999999999999,66.41,3,8569.22,BTC-25OCT19-9000-P
2019-10-11,BTC,25OCT19,9000,P,0.1025,67.03,7,8324.33,BTC-25OCT19-9000-P
2019-10-13,BTC,25OCT19,9000,P,0.106,66.93,3,8256.21,BTC-25OCT19-9000-P
2019-10-14,BTC,25OCT19,9000,P,0.095,65.14,4,8339.03,BTC-25OCT19-9000-P
2019-10-15,BTC,25OCT19,9000,P,0.1185,64.86,3,8104.16,BTC-25OCT19-9000-P
2019-10-16,BTC,25OCT19,9000,P,0.135,70.19,5,7977.0,BTC-25OCT19-9000-P
2019-10-17,BTC,25OCT19,9000,P,0.1185,66.16,15,8089.25,BTC-25OCT19-9000-P
