date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-10,ETH,27MAR20,400,C,0.076,102.76,2,191.87,ETH-27MAR20-400-C
2019-10-11,ETH,27MAR20,400,C,0.071,105.36,1,181.31,ETH-27MAR20-400-C
2019-10-12,ETH,27MAR20,400,C,0.072,104.92,3,184.23,ETH-27MAR20-400-C
2019-10-14,ETH,27MAR20,400,C,0.055,95.94,1,186.59,ETH-27MAR20-400-C
2019-10-15,ETH,27MAR20,400,C,0.055,99.75,2,178.58,ETH-27MAR20-400-C
2019-10-16,ETH,27MAR20,400,C,0.041,94.0,2,174.02,ETH-27MAR20-400-C
2019-10-17,ETH,27MAR20,400,C,0.048,97.33,1,176.51,ETH-27MAR20-400-C
