date_utc,tradeId,instrument,tradeSeq,timeStamp,quantity,amount,price,direction,tickDirection,indexPrice,iv
2019-10-10 10:52:52.523,8512009,ETH-27MAR20-400-C,81,1570704772523,10.0,10.0,0.071,sell,2,189.26,101.33
2019-10-10 14:13:55.660,8519188,ETH-27MAR20-400-C,82,1570716835660,10.0,10.0,0.076,buy,0,191.87,102.76
2019-10-11 19:37:20.878,8586609,ETH-27MAR20-400-C,83,1570822640878,4.0,4.0,0.071,buy,2,181.31,105.36
2019-10-12 03:01:41.985,8594344,ETH-27MAR20-400-C,84,1570849301985,1.0,1.0,0.07,buy,2,183.11,104.32
2019-10-12 07:02:08.906,8597026,ETH-27MAR20-400-C,85,1570863728906,10.0,10.0,0.074,buy,0,183.9,105.87
2019-10-12 08:09:59.986,8597398,ETH-27MAR20-400-C,86,1570867799986,10.0,10.0,0.072,sell,2,184.23,104.92
