date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,25OCT19,6000,P,0.0095,95.19,3,7823.38,BTC-25OCT19-6000-P
2019-10-07,BTC,25OCT19,6000,P,0.005,95.55,8,8249.23,BTC-25OCT19-6000-P
2019-10-08,BTC,25OCT19,6000,P,0.005,96.91,3,8197.29,BTC-25OCT19-6000-P
2019-10-09,BTC,25OCT19,6000,P,0.002,94.01,10,8589.06,BTC-25OCT19-6000-P
2019-10-10,BTC,25OCT19,6000,P,0.002,94.3,2,8526.43,BTC-25OCT19-6000-P
2019-10-11,BTC,25OCT19,6000,P,0.002,93.76,8,8331.84,BTC-25OCT19-6000-P
2019-10-12,BTC,25OCT19,6000,P,0.0015,93.54,2,8394.39,BTC-25OCT19-6000-P
2019-10-13,BTC,25OCT19,6000,P,0.0025,102.62,1,8327.04,BTC-25OCT19-6000-P
2019-10-14,BTC,25OCT19,6000,P,0.0015,102.09,7,8389.45,BTC-25OCT19-6000-P
2019-10-15,BTC,25OCT19,6000,P,0.0025,109.34,5,8171.47,BTC-25OCT19-6000-P
2019-10-16,BTC,25OCT19,6000,P,0.0015,97.76,11,7971.43,BTC-25OCT19-6000-P
2019-10-17,BTC,25OCT19,6000,P,0.001,95.99,2,7988.25,BTC-25OCT19-6000-P
