date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,ETH,18OCT19,180,C,0.039,85.4,4,170.89,ETH-18OCT19-180-C
2019-10-07,ETH,18OCT19,180,C,0.035,81.25,1,170.61,ETH-18OCT19-180-C
2019-10-08,ETH,18OCT19,180,C,0.059000000000000004,78.65,2,182.38,ETH-18OCT19-180-C
2019-10-09,ETH,18OCT19,180,C,0.084,79.96,5,191.48,ETH-18OCT19-180-C
2019-10-11,ETH,18OCT19,180,C,0.040999999999999995,78.33,9,179.74,ETH-18OCT19-180-C
2019-10-12,ETH,18OCT19,180,C,0.033,62.38,5,180.94,ETH-18OCT19-180-C
2019-10-13,ETH,18OCT19,180,C,0.039,69.47,2,182.3,ETH-18OCT19-180-C
2019-10-14,ETH,18OCT19,180,C,0.039,64.36,2,184.37,ETH-18OCT19-180-C
2019-10-15,ETH,18OCT19,180,C,0.018,56.35,4,179.77,ETH-18OCT19-180-C
2019-10-16,ETH,18OCT19,180,C,0.007,77.47,6,173.8,ETH-18OCT19-180-C
2019-10-17,ETH,18OCT19,180,C,0.004,81.56,14,177.07,ETH-18OCT19-180-C
2019-10-18,ETH,18OCT19,180,C,0.004,85.6,1,177.16,ETH-18OCT19-180-C
