date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,27MAR20,4000,P,0.034,95.34,3,7860.28,BTC-27MAR20-4000-P
2019-10-07,BTC,27MAR20,4000,P,0.03,97.47,5,8289.86,BTC-27MAR20-4000-P
2019-10-08,BTC,27MAR20,4000,P,0.0265,93.09,7,8194.52,BTC-27MAR20-4000-P
2019-10-09,BTC,27MAR20,4000,P,0.023,94.69,6,8593.37,BTC-27MAR20-4000-P
2019-10-10,BTC,27MAR20,4000,P,0.0235,94.28,2,8491.68,BTC-27MAR20-4000-P
2019-10-11,BTC,27MAR20,4000,P,0.0235,92.78,2,8340.25,BTC-27MAR20-4000-P
2019-10-12,BTC,27MAR20,4000,P,0.024,92.95,1,8285.55,BTC-27MAR20-4000-P
2019-10-13,BTC,27MAR20,4000,P,0.025,92.98,1,8176.84,BTC-27MAR20-4000-P
2019-10-14,BTC,27MAR20,4000,P,0.0235,92.85,10,8266.4,BTC-27MAR20-4000-P
2019-10-15,BTC,27MAR20,4000,P,0.0195,88.58,14,8304.26,BTC-27MAR20-4000-P
2019-10-16,BTC,27MAR20,4000,P,0.022,88.25,10,8007.22,BTC-27MAR20-4000-P
2019-10-17,BTC,27MAR20,4000,P,0.018,84.97,11,8117.77,BTC-27MAR20-4000-P
