date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-08,BTC,29NOV19,8500,P,0.1305,74.84,1,8203.63,BTC-29NOV19-8500-P
2019-10-09,BTC,29NOV19,8500,P,0.102,77.08,2,8652.23,BTC-29NOV19-8500-P
2019-10-10,BTC,29NOV19,8500,P,0.10400000000000001,76.1,4,8577.1,BTC-29NOV19-8500-P
2019-10-11,BTC,29NOV19,8500,P,0.11599999999999999,73.67,9,8335.33,BTC-29NOV19-8500-P
2019-10-12,BTC,29NOV19,8500,P,0.1155,73.64,2,8327.36,BTC-29NOV19-8500-P
2019-10-13,BTC,29NOV19,8500,P,0.115,72.84,4,8284.74,BTC-29NOV19-8500-P
2019-10-14,BTC,29NOV19,8500,P,0.1095,71.96,4,8327.95,BTC-29NOV19-8500-P
2019-10-15,BTC,29NOV19,8500,P,0.121,72.54,1,8173.95,BTC-29NOV19-8500-P
2019-10-16,BTC,29NOV19,8500,P,0.131,68.97,1,7970.67,BTC-29NOV19-8500-P
2019-10-17,BTC,29NOV19,8500,P,0.12,67.97,5,8071.22,BTC-29NOV19-8500-P
