date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,25OCT19,12000,C,0.0025,92.4,3,7998.52,BTC-25OCT19-12000-C
2019-10-07,BTC,25OCT19,12000,C,0.0025,88.54,5,8272.93,BTC-25OCT19-12000-C
2019-10-08,BTC,25OCT19,12000,C,0.0025,93.24,8,8180.18,BTC-25OCT19-12000-C
2019-10-09,BTC,25OCT19,12000,C,0.0035,90.77,4,8617.25,BTC-25OCT19-12000-C
2019-10-10,BTC,25OCT19,12000,C,0.0025,89.88,7,8581.55,BTC-25OCT19-12000-C
2019-10-11,BTC,25OCT19,12000,C,0.002,93.06,4,8374.6,BTC-25OCT19-12000-C
2019-10-12,BTC,25OCT19,12000,C,0.0015,92.8,1,8317.17,BTC-25OCT19-12000-C
2019-10-14,BTC,25OCT19,12000,C,0.0015,103.95,4,8279.53,BTC-25OCT19-12000-C
2019-10-15,BTC,25OCT19,12000,C,0.0005,99.25,8,8149.52,BTC-25OCT19-12000-C
2019-10-16,BTC,25OCT19,12000,C,0.0005,104.95,4,8063.37,BTC-25OCT19-12000-C
2019-10-17,BTC,25OCT19,12000,C,0.0005,112.97,2,8045.63,BTC-25OCT19-12000-C
