date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,25OCT19,9000,C,0.021,74.53,11,7854.25,BTC-25OCT19-9000-C
2019-10-07,BTC,25OCT19,9000,C,0.03,72.16,28,8246.13,BTC-25OCT19-9000-C
2019-10-08,BTC,25OCT19,9000,C,0.024,68.39,6,8186.15,BTC-25OCT19-9000-C
2019-10-09,BTC,25OCT19,9000,C,0.0385,69.23,29,8607.2,BTC-25OCT19-9000-C
2019-10-10,BTC,25OCT19,9000,C,0.03,62.73,16,8564.39,BTC-25OCT19-9000-C
2019-10-11,BTC,25OCT19,9000,C,0.02,66.55,38,8253.65,BTC-25OCT19-9000-C
2019-10-12,BTC,25OCT19,9000,C,0.0185,63.45,18,8324.26,BTC-25OCT19-9000-C
2019-10-13,BTC,25OCT19,9000,C,0.016,64.39,30,8268.8,BTC-25OCT19-9000-C
2019-10-14,BTC,25OCT19,9000,C,0.0135,59.49,31,8329.05,BTC-25OCT19-9000-C
2019-10-15,BTC,25OCT19,9000,C,0.011,67.71,151,8129.7,BTC-25OCT19-9000-C
2019-10-16,BTC,25OCT19,9000,C,0.006,64.89,98,8005.66,BTC-25OCT19-9000-C
2019-10-17,BTC,25OCT19,9000,C,0.005,62.35,30,8070.37,BTC-25OCT19-9000-C
