date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,25OCT19,11000,C,0.004,86.62,7,7872.79,BTC-25OCT19-11000-C
2019-10-07,BTC,25OCT19,11000,C,0.005,83.58,6,8217.28,BTC-25OCT19-11000-C
2019-10-08,BTC,25OCT19,11000,C,0.0035,82.17,5,8135.34,BTC-25OCT19-11000-C
2019-10-09,BTC,25OCT19,11000,C,0.005,77.9,8,8596.83,BTC-25OCT19-11000-C
2019-10-10,BTC,25OCT19,11000,C,0.0045,80.04,7,8566.66,BTC-25OCT19-11000-C
2019-10-11,BTC,25OCT19,11000,C,0.002,76.78,4,8327.58,BTC-25OCT19-11000-C
2019-10-12,BTC,25OCT19,11000,C,0.0025,82.17,6,8349.4,BTC-25OCT19-11000-C
2019-10-13,BTC,25OCT19,11000,C,0.0015,80.77,4,8296.06,BTC-25OCT19-11000-C
2019-10-14,BTC,25OCT19,11000,C,0.002,88.48,5,8262.25,BTC-25OCT19-11000-C
2019-10-15,BTC,25OCT19,11000,C,0.001,81.83,3,8285.9,BTC-25OCT19-11000-C
2019-10-16,BTC,25OCT19,11000,C,0.0005,90.01,18,7947.43,BTC-25OCT19-11000-C
2019-10-17,BTC,25OCT19,11000,C,0.0005,90.73,2,8058.69,BTC-25OCT19-11000-C
