date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,25OCT19,8000,C,0.06,75.3,4,7868.74,BTC-25OCT19-8000-C
2019-10-07,BTC,25OCT19,8000,C,0.0755,70.08,25,8226.61,BTC-25OCT19-8000-C
2019-10-08,BTC,25OCT19,8000,C,0.07,69.03,2,8176.95,BTC-25OCT19-8000-C
2019-10-09,BTC,25OCT19,8000,C,0.1,72.08,19,8608.49,BTC-25OCT19-8000-C
2019-10-10,BTC,25OCT19,8000,C,0.098,70.98,1,8598.23,BTC-25OCT19-8000-C
2019-10-11,BTC,25OCT19,8000,C,0.0735,64.05,8,8358.27,BTC-25OCT19-8000-C
2019-10-12,BTC,25OCT19,8000,C,0.075,66.97,6,8379.54,BTC-25OCT19-8000-C
2019-10-13,BTC,25OCT19,8000,C,0.069,63.34,1,8346.54,BTC-25OCT19-8000-C
2019-10-14,BTC,25OCT19,8000,C,0.0665,63.34,19,8341.08,BTC-25OCT19-8000-C
2019-10-15,BTC,25OCT19,8000,C,0.05,62.51,19,8149.83,BTC-25OCT19-8000-C
2019-10-16,BTC,25OCT19,8000,C,0.0365,59.37,38,8003.52,BTC-25OCT19-8000-C
2019-10-17,BTC,25OCT19,8000,C,0.037,56.4,54,8074.35,BTC-25OCT19-8000-C
