date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,29NOV19,9000,C,0.07200000000000001,80.48,4,7878.1,BTC-29NOV19-9000-C
2019-10-07,BTC,29NOV19,9000,C,0.0845,77.34,12,8292.84,BTC-29NOV19-9000-C
2019-10-08,BTC,29NOV19,9000,C,0.0765,75.13,4,8203.9,BTC-29NOV19-9000-C
2019-10-09,BTC,29NOV19,9000,C,0.0945,75.36,11,8605.32,BTC-29NOV19-9000-C
2019-10-10,BTC,29NOV19,9000,C,0.08800000000000001,73.14,8,8559.54,BTC-29NOV19-9000-C
2019-10-11,BTC,29NOV19,9000,C,0.0755,72.29,13,8333.47,BTC-29NOV19-9000-C
2019-10-12,BTC,29NOV19,9000,C,0.075,72.86,2,8338.94,BTC-29NOV19-9000-C
2019-10-13,BTC,29NOV19,9000,C,0.074,73.6,11,8307.37,BTC-29NOV19-9000-C
2019-10-14,BTC,29NOV19,9000,C,0.069,70.35,4,8314.54,BTC-29NOV19-9000-C
2019-10-15,BTC,29NOV19,9000,C,0.0595,69.71,6,8148.91,BTC-29NOV19-9000-C
2019-10-16,BTC,29NOV19,9000,C,0.05,68.46,9,7979.7,BTC-29NOV19-9000-C
2019-10-17,BTC,29NOV19,9000,C,0.052,68.33,20,8054.69,BTC-29NOV19-9000-C
