date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-07,BTC,29NOV19,5000,P,0.012,99.01,4,8259.28,BTC-29NOV19-5000-P
2019-10-08,BTC,29NOV19,5000,P,0.0125,99.07,6,8144.61,BTC-29NOV19-5000-P
2019-10-09,BTC,29NOV19,5000,P,0.0075,96.93,5,8626.0,BTC-29NOV19-5000-P
2019-10-10,BTC,29NOV19,5000,P,0.0095,100.48,1,8487.16,BTC-29NOV19-5000-P
2019-10-11,BTC,29NOV19,5000,P,0.0085,102.15,9,8687.53,BTC-29NOV19-5000-P
2019-10-13,BTC,29NOV19,5000,P,0.0075,94.4,2,8257.8,BTC-29NOV19-5000-P
2019-10-14,BTC,29NOV19,5000,P,0.0075,95.39,4,8269.98,BTC-29NOV19-5000-P
2019-10-15,BTC,29NOV19,5000,P,0.0065,93.55,4,8276.15,BTC-29NOV19-5000-P
2019-10-16,BTC,29NOV19,5000,P,0.0075,91.62,10,7971.87,BTC-29NOV19-5000-P
2019-10-17,BTC,29NOV19,5000,P,0.0065,91.04,4,8039.82,BTC-29NOV19-5000-P
