date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,25OCT19,7500,P,0.0475,80.61,2,7907.97,BTC-25OCT19-7500-P
2019-10-07,BTC,25OCT19,7500,P,0.027000000000000003,75.3,16,8248.35,BTC-25OCT19-7500-P
2019-10-08,BTC,25OCT19,7500,P,0.0285,73.84,19,8137.12,BTC-25OCT19-7500-P
2019-10-09,BTC,25OCT19,7500,P,0.015,75.75,24,8596.56,BTC-25OCT19-7500-P
2019-10-10,BTC,25OCT19,7500,P,0.013999999999999999,74.91,18,8566.34,BTC-25OCT19-7500-P
2019-10-11,BTC,25OCT19,7500,P,0.016,71.58,18,8350.34,BTC-25OCT19-7500-P
2019-10-12,BTC,25OCT19,7500,P,0.016,71.63,23,8298.08,BTC-25OCT19-7500-P
2019-10-13,BTC,25OCT19,7500,P,0.014,70.98,10,8292.96,BTC-25OCT19-7500-P
2019-10-14,BTC,25OCT19,7500,P,0.01,68.4,25,8353.94,BTC-25OCT19-7500-P
2019-10-15,BTC,25OCT19,7500,P,0.0125,67.42,41,8163.71,BTC-25OCT19-7500-P
2019-10-16,BTC,25OCT19,7500,P,0.015,66.24,70,8000.66,BTC-25OCT19-7500-P
2019-10-17,BTC,25OCT19,7500,P,0.011,65.76,67,8068.29,BTC-25OCT19-7500-P
