date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,18OCT19,8000,C,0.0425,70.9,9,7862.81,BTC-18OCT19-8000-C
2019-10-07,BTC,18OCT19,8000,C,0.059000000000000004,69.23,10,8186.19,BTC-18OCT19-8000-C
2019-10-08,BTC,18OCT19,8000,C,0.051,62.94,4,8160.82,BTC-18OCT19-8000-C
2019-10-09,BTC,18OCT19,8000,C,0.08800000000000001,72.08,14,8620.31,BTC-18OCT19-8000-C
2019-10-10,BTC,18OCT19,8000,C,0.079,65.19,6,8569.28,BTC-18OCT19-8000-C
2019-10-11,BTC,18OCT19,8000,C,0.0535,55.86,24,8325.47,BTC-18OCT19-8000-C
2019-10-12,BTC,18OCT19,8000,C,0.057999999999999996,62.36,3,8365.39,BTC-18OCT19-8000-C
2019-10-13,BTC,18OCT19,8000,C,0.045,67.9,3,8218.89,BTC-18OCT19-8000-C
2019-10-14,BTC,18OCT19,8000,C,0.0515,61.47,9,8360.4,BTC-18OCT19-8000-C
2019-10-15,BTC,18OCT19,8000,C,0.029,56.13,12,8150.99,BTC-18OCT19-8000-C
2019-10-16,BTC,18OCT19,8000,C,0.0145,60.1,29,7994.64,BTC-18OCT19-8000-C
2019-10-17,BTC,18OCT19,8000,C,0.0135,68.88,46,8071.01,BTC-18OCT19-8000-C
