date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,18OCT19,8500,P,0.11,78.65,1,7834.75,BTC-18OCT19-8500-P
2019-10-07,BTC,18OCT19,8500,P,0.064,67.0,14,8225.47,BTC-18OCT19-8500-P
2019-10-08,BTC,18OCT19,8500,P,0.063,63.89,19,8186.67,BTC-18OCT19-8500-P
2019-10-09,BTC,18OCT19,8500,P,0.0325,64.94,52,8609.77,BTC-18OCT19-8500-P
2019-10-10,BTC,18OCT19,8500,P,0.032,65.95,40,8586.82,BTC-18OCT19-8500-P
2019-10-11,BTC,18OCT19,8500,P,0.044000000000000004,53.56,103,8271.41,BTC-18OCT19-8500-P
2019-10-12,BTC,18OCT19,8500,P,0.042,61.58,33,8322.8,BTC-18OCT19-8500-P
2019-10-13,BTC,18OCT19,8500,P,0.0415,56.15,10,8265.61,BTC-18OCT19-8500-P
2019-10-14,BTC,18OCT19,8500,P,0.04,57.84,6,8267.21,BTC-18OCT19-8500-P
2019-10-15,BTC,18OCT19,8500,P,0.0475,66.2,18,8174.05,BTC-18OCT19-8500-P
2019-10-16,BTC,18OCT19,8500,P,0.0655,64.75,9,7989.22,BTC-18OCT19-8500-P
2019-10-17,BTC,18OCT19,8500,P,0.055,118.42,5,8068.29,BTC-18OCT19-8500-P
