date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,18OCT19,9500,C,0.006,70.78,9,8038.08,BTC-18OCT19-9500-C
2019-10-07,BTC,18OCT19,9500,C,0.006,68.06,5,8187.01,BTC-18OCT19-9500-C
2019-10-08,BTC,18OCT19,9500,C,0.005,67.84,29,8215.1,BTC-18OCT19-9500-C
2019-10-09,BTC,18OCT19,9500,C,0.0105,68.93,27,8610.17,BTC-18OCT19-9500-C
2019-10-10,BTC,18OCT19,9500,C,0.006999999999999999,66.49,18,8569.52,BTC-18OCT19-9500-C
2019-10-11,BTC,18OCT19,9500,C,0.002,65.95,56,8238.46,BTC-18OCT19-9500-C
2019-10-12,BTC,18OCT19,9500,C,0.0015,60.52,17,8360.34,BTC-18OCT19-9500-C
2019-10-13,BTC,18OCT19,9500,C,0.002,66.77,2,8416.62,BTC-18OCT19-9500-C
2019-10-14,BTC,18OCT19,9500,C,0.001,69.71,11,8319.42,BTC-18OCT19-9500-C
2019-10-15,BTC,18OCT19,9500,C,0.0005,74.91,6,8311.9,BTC-18OCT19-9500-C
2019-10-16,BTC,18OCT19,9500,C,0.0005,108.59,2,8049.58,BTC-18OCT19-9500-C
