date_utc,tradeId,instrument,tradeSeq,timeStamp,quantity,amount,price,direction,tickDirection,indexPrice,iv
2019-10-09 17:08:39.709,8484863,ETH-27MAR20-200-C,98,1570640919709,6.0,6.0,0.268,sell,0,192.06,103.41
2019-10-10 06:48:21.333,8504386,ETH-27MAR20-200-C,99,1570690101333,20.0,20.0,0.262,buy,2,193.8,100.33
2019-10-10 08:37:13.092,8506621,ETH-27MAR20-200-C,100,1570696633092,20.0,20.0,0.265,buy,0,191.36,102.97
2019-10-11 18:34:21.973,8585336,ETH-27MAR20-200-C,101,1570818861973,15.0,15.0,0.239,sell,2,181.0,101.41
2019-10-12 13:39:44.144,8602078,ETH-27MAR20-200-C,102,1570887584144,60.0,60.0,0.235,buy,2,183.62,98.53
2019-10-13 02:21:57.058,8626136,ETH-27MAR20-200-C,103,1570933317058,5.0,5.0,0.241,buy,0,182.68,101.97
