date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,27MAR20,10000,C,0.156,87.22,2,7874.54,BTC-27MAR20-10000-C
2019-10-08,BTC,27MAR20,10000,C,0.1575,84.06,5,8117.1,BTC-27MAR20-10000-C
2019-10-09,BTC,27MAR20,10000,C,0.174,83.04,1,8599.44,BTC-27MAR20-10000-C
2019-10-10,BTC,27MAR20,10000,C,0.168,82.68,5,8478.14,BTC-27MAR20-10000-C
2019-10-11,BTC,27MAR20,10000,C,0.16699999999999998,84.78,6,8321.94,BTC-27MAR20-10000-C
2019-10-12,BTC,27MAR20,10000,C,0.162,83.22,7,8333.19,BTC-27MAR20-10000-C
2019-10-13,BTC,27MAR20,10000,C,0.1615,85.64,4,8184.0,BTC-27MAR20-10000-C
2019-10-14,BTC,27MAR20,10000,C,0.1555,81.05,2,8336.33,BTC-27MAR20-10000-C
2019-10-15,BTC,27MAR20,10000,C,0.145,80.33,3,8148.03,BTC-27MAR20-10000-C
2019-10-16,BTC,27MAR20,10000,C,0.1365,80.13,5,7978.42,BTC-27MAR20-10000-C
2019-10-17,BTC,27MAR20,10000,C,0.1305,78.37,1,7946.12,BTC-27MAR20-10000-C
