date_utc,tradeId,instrument,tradeSeq,timeStamp,quantity,amount,price,direction,tickDirection,indexPrice,iv
2019-10-07 14:19:10.014,8401960,ETH-27MAR20-280-C,59,1570457950014,24.0,24.0,0.158,buy,0,177.19,111.12
2019-10-07 22:53:30.807,8414991,ETH-27MAR20-280-C,60,1570488810807,1.0,1.0,0.163,buy,0,180.6,111.21
2019-10-07 22:59:19.405,8415678,ETH-27MAR20-280-C,61,1570489159405,1.0,1.0,0.165,buy,0,181.28,111.6
2019-10-08 08:03:07.036,8427407,ETH-27MAR20-280-C,62,1570521787036,24.0,24.0,0.156,sell,2,180.94,107.97
2019-10-08 08:03:07.120,8427410,ETH-27MAR20-280-C,63,1570521787120,24.0,24.0,0.156,sell,3,180.94,107.97
2019-10-08 08:05:01.378,8427515,ETH-27MAR20-280-C,64,1570521901378,32.0,32.0,0.153,sell,2,180.77,106.98
2019-10-08 11:54:41.657,8431890,ETH-27MAR20-280-C,65,1570535681657,10.0,10.0,0.15,sell,2,180.66,105.95
2019-10-11 14:03:56.096,8573497,ETH-27MAR20-280-C,66,1570802636096,6.0,6.0,0.14,sell,2,185.33,100.61
2019-10-13 03:51:21.364,8626771,ETH-27MAR20-280-C,67,1570938681364,3.0,3.0,0.123,sell,2,181.89,96.6
2019-10-14 08:35:05.554,8653343,ETH-27MAR20-280-C,68,1571042105554,5.0,5.0,0.132,sell,0,183.3,99.6
2019-10-14 14:10:25.618,8656910,ETH-27MAR20-280-C,69,1571062225618,100.0,100.0,0.122,buy,2,182.98,95.91
2019-10-14 19:28:24.647,8670074,ETH-27MAR20-280-C,70,1571081304647,5.0,5.0,0.12,sell,2,186.12,93.33
2019-10-15 00:24:48.338,8675469,ETH-27MAR20-280-C,71,1571099088338,1.0,1.0,0.124,buy,0,187.34,94.24
2019-10-15 07:10:09.248,8680468,ETH-27MAR20-280-C,72,1571123409248,10.0,10.0,0.124,buy,1,184.47,95.93
2019-10-15 16:44:38.716,8703732,ETH-27MAR20-280-C,73,1571157878716,100.0,100.0,0.112,sell,2,180.1,93.89
2019-10-16 12:16:56.611,8726814,ETH-27MAR20-280-C,74,1571228216611,7.0,7.0,0.098,sell,2,176.3,90.52
2019-10-16 23:17:34.320,8749652,ETH-27MAR20-280-C,75,1571267854320,2.0,2.0,0.09,sell,2,175.15,88.1
2019-10-17 14:11:14.319,8761432,ETH-27MAR20-280-C,76,1571321474319,7.0,7.0,0.093,sell,0,176.4,88.68
